time_s,distance_m,rx_bytes,throughput_mbps
1.0000,21.000,15976800,255.6288
1.5000,31.000,8912400,142.5984
2.0000,41.000,3133200,50.1312
2.5000,51.000,975800,15.6128
3.0000,61.000,28000,0.4480
3.5000,71.000,0,0.0000
4.0000,81.000,0,0.0000
4.5000,91.000,0,0.0000
5.0000,101.000,0,0.0000
5.5000,111.000,0,0.0000
6.0000,121.000,0,0.0000
6.5000,131.000,0,0.0000
7.0000,141.000,0,0.0000
7.5000,151.000,0,0.0000
8.0000,161.000,0,0.0000
8.5000,171.000,0,0.0000
9.0000,181.000,0,0.0000
9.5000,191.000,0,0.0000
10.0000,201.000,0,0.0000
